date	edition	section	page	length	head	hash	year	month
text592184	2016-01-07	朝刊	４総合	4	577	焦点採録　衆院代表質問　６日	193b5f1b4e8800eeebfdaec83b8495d0	2016	1
text592185	2016-01-07	夕刊	夕刊ｂｅ木曜２面	5	1237	（人生の贈りもの）わたしの半生　俳優・歌手、小林旭：４　７７歳	8d7429c75b38d91e3ab0783fdfa63ccf	2016	1
text592186	2016-01-07	夕刊	夕刊ｂｅ木曜３面	5	3111	プレゼント　マリオン	dc90fc695bed0930f06a9a65262f9c5d	2016	1
text592187	2016-01-07	朝刊	５総合	6	994	（教えて！続マイナンバー：２）通知カード、手元にないときは？	81a04a31db4a4c37503ce6db2cca3c69	2016	1
text592188	2016-01-07	朝刊	５総合	6	119	政府、同意人事案提示	fdd62c6d173117fb940998052ef50f51	2016	1
text592189	2016-01-07	朝刊	５総合	6	1662	電機業界再編、革新機構が意欲　勝又社長インタビュー＝訂正・おわびあり	73393f14b7386a4ca6edef27ca9467ba	2016	1
text592190	2016-01-07	朝刊	２外報	8	4930	北朝鮮の核実験、どう見る　日米韓の４氏に聞く	f5dca6881fa1be2fb51fc3bf617ce007	2016	1
text592191	2016-01-07	夕刊	２社会	8	612	「飯炊き仙人」北京ご招待　堺の村嶋孟さん、中国に頼まれ実演へ　【大阪】	8c82d898dc96e88cba6a99825ac558a3	2016	1
text592192	2016-01-07	朝刊	１外報	9	643	サウジ、治安悪化を警戒　対イラン、ジブチも断交	dceec0fa5b444b46e118e4182e3d58d2	2016	1
text592193	2016-01-07	朝刊	１外報	9	479	中国また試験飛行　南シナ海人工島	0d70464a1d4cc336961c4dc349581e67	2016	1
text592194	2016-01-07	朝刊	１外報	9	716	ドキュメント（６日、日本時間）　北朝鮮核実験	af0ae299a5cd8b124477088fdd6fb91f	2016	1
text592195	2016-01-07	朝刊	１外報	9	383	北朝鮮声明（要旨）	cb6203d87b8ff976cc96a6fb14169356	2016	1
text592196	2016-01-07	朝刊	１外報	9	1336	対話路線つまずく韓国、朴氏「代価払わせる」　北朝鮮核実験	74f0fd283f1d51787ab7a3c500dd0600	2016	1
text592197	2016-01-07	朝刊	２経済	10	1817	（この人に聞きたい　どうする原発：７）中島岳志さん　今後の原発政策、どう進める【大阪】	47c774ff92a424742c2467d6de2b9038	2016	1
text592198	2016-01-07	朝刊	２商況	12	701	（経済気象台）将来世代への責任	df5fc88e1d393ec4e473c7ce2e0cad9b	2016	1
text592199	2016-01-07	朝刊	オピニオン２	12	488	（声）日本側も誠意忘れてはならない　【名古屋】	17640afa8ba0fa740956169b202ec295	2016	1
text592200	2016-01-07	朝刊	オピニオン２	12	488	（声）届いた新米、食糧問題を憂う　【大阪】	ec99e52c4051a003dcdfbf02392758aa	2016	1
text592201	2016-01-07	朝刊	オピニオン２	14	1643	（ザ・コラム）我がこととして　政治は決して遠くない　秋山訓子	a4cc36c6e0f8e23b85ec9bd4a109675a	2016	1
text592202	2016-01-07	朝刊	オピニオン２	14	484	（声）よりよき日韓新時代を築きたい	48ec78c08456d4e8fc69da9513c1ee91	2016	1
text592203	2016-01-07	朝刊	オピニオン２	14	476	（声）日韓「合意」これからが正念場	a4b5c0f5e6c99c4fe77f56b59c6b9825	2016	1
text592204	2016-01-07	朝刊	オピニオン２	14	1871	（社説）北朝鮮の核実験　孤立を深めるだけの愚挙	bef8581bfb2cdf78d4983e2563632fea	2016	1
text592205	2016-01-07	朝刊	オピニオン１	15	2315	（ピケティコラム＠ルモンド）欧州の危機　ユーロ圏の新議会発足を	c235af1c5a40cd27f322f1123db9a470	2016	1
text592206	2016-01-07	朝刊	東特集Ｆ	18	312	物語上の女性、数多く描く　クラーナハ展　イベントＡｓａｈｉ２０１６	6d85bb2f2bec5e643908ad20f91ea4dc	2016	1
text592207	2016-01-07	朝刊	東京四域・１地方	25	579	都、放射性物質の検査強化　北朝鮮の「水爆実験」受け　／東京都	720cc677f21665901d354c14eb64561a	2016	1
text592208	2016-01-07	朝刊	新潟全県・１地方	25	747	核実験、北朝鮮に怒り　拉致問題へ影響懸念・放射線量の監視強化　／新潟県	e3673494f7418928bb21be5300dddea4	2016	1
text592209	2016-01-07	朝刊	秋田全県・１地方	25	402	知事「極めて遺憾」　北朝鮮「水爆実験初成功」　／秋田県	837e8e55cfbde5f6cf4b289608f020c9	2016	1
text592210	2016-01-07	朝刊	岐阜全県・１地方	25	1516	（杉原千畝をたずねて：６）抜群の情報収集力　独ソ開戦もつかむ　／岐阜県	2f1d994962f72194c937142c22125e87	2016	1
text592211	2016-01-07	朝刊	群馬全県・１地方	25	541	拉致問題への影響心配　北朝鮮核実験に県内の団体　／群馬県	bc8c91dbd866c05a85480207c7cdebd1	2016	1
text592212	2016-01-07	朝刊	山形・１地方	25	1464	（地力　リノベーション：６）クロモジは森の香り　／山形県	4df191fdb8f22f533a3b39c3f47a9e0d	2016	1
text592213	2016-01-07	朝刊	三重全県・１地方	25	378	「国民無視」と安倍政権批判　会長、参院選は「重要」　連合旗びらき　／三重県	3102d6d7d828a245f3e09331ad87ffac	2016	1
text592214	2016-01-07	朝刊	文化文芸	30	1326	（オリジナル？：４）国家　雄弁な「日本らしさ」よりも	4a4af48fb3003a907299d9351e7e0107	2016	1
text592215	2016-01-07	朝刊	山口・１地方	31	322	立憲主義考える　野党４会派８議員、県議連が学習会　／山口県	8227db304809d3564ec49271ef0c2ed3	2016	1
text592216	2016-01-07	朝刊	熊本全県・１地方	31	589	授業の中立性確保や生徒指導の注意示す　１８歳選挙権、県教委が教員向け指針／熊本県	dce4616a343e856e35ddc72f0da34fcc	2016	1
text592217	2016-01-07	朝刊	大分全県・１地方	31	459	「六曜」入り日記帳、中止一転配布へ　佐伯市　／大分県	d4310dd33834235acf57573361d1343f	2016	1
text592218	2016-01-07	朝刊	宮崎全県・１地方	31	289	新春の集いに５７０人が出席　公明党　／宮崎県	409fbc68434c073813a34f803ddac43e	2016	1
text592219	2016-01-07	朝刊	山口・１地方	31	1562	（１８歳が選ぶ）「関心あるテーマ」５位　集団的自衛権や日米同盟などの安全保障／山口県＝訂正・おわびあり	5125db0e3959fd1e44e81d27d7cf7539	2016	1
text592220	2016-01-07	朝刊	愛媛全県・１地方	33	220	北朝鮮の核実験、愛媛原水協が抗議　／愛媛県	cb3b36312191c83302aa0f0b0d33d256	2016	1
text592221	2016-01-07	朝刊	鳥取全県・１地方	33	328	「水爆実験」受け、県が危機管理委　知事、情報収集指示　／鳥取県	0230a209abdb12e23a6ba831de52131a	2016	1
text592222	2016-01-07	朝刊	島根・１地方	33	101	北朝鮮「水爆実験」で県が会議　／島根県	c36d34e2f51ac43e296f81566237be96	2016	1
text592223	2016-01-07	朝刊	１社会	33	2345	核の暴挙、憤り　被爆者「廃絶の思い逆なで」　北朝鮮核実験　【名古屋】	29de99129a068f86b794c5af74b6c71d	2016	1
text592224	2016-01-07	朝刊	奈良１・１地方	33	1395	（吉野悠久：５）千本桜を守る　次代の種、人を咲かせ　／奈良県	6f38c2f49e3d2874640aafc8de1b4063	2016	1
text592225	2016-01-07	朝刊	滋賀全県・１地方	33	304	川本氏が事務所開き　／滋賀県	4a10fd68fa555d6b1366089373f70116	2016	1
text592226	2016-01-07	朝刊	京都市内・１地方	33	114	「おおさか維新」の府支部設立を届け出　／京都府	f6a8865a520259ae2731b39a2899f963	2016	1
text592227	2016-01-07	朝刊	和歌山３・１地方	33	305	参院選に向け結束、新春の集いで訴え　連合和歌山　／和歌山県	3b6685b84b6a22bed07de6294db12be0	2016	1
text592228	2016-01-07	朝刊	１社会	35	2957	核実験「時代に逆行」　被爆地など非難続々　福竜丸の元乗組員「恐ろしい」	a2fc30682427834e5d2f3cf129cd4eab	2016	1
text592229	2016-01-07	朝刊	１社会	35	2368	核の暴挙「許せぬ」　「北朝鮮は目覚ませ」　長崎・広島、憤りと戸惑い　【西部】	39309c65ca9fcc02a840393686273ab4	2016	1
text592230	2016-01-07	朝刊	３社会	37	216	「管理費滞納」訴訟で和解　【大阪】	3cdb40bddef277369044fa962d5660d0	2016	1
text592231	2016-01-07	朝刊	３社会	37	438	＜お知らせ＞中之島クロストークに堤未果さん　【大阪】	215a18907f5a022fce06814f6ad30c7b	2016	1
text592232	2016-01-07	朝刊	１社会	39	2576	また核の脅し、許せぬ　「北朝鮮は目覚ませ」　広島・長崎、憤りの声　【大阪】	dc1fb72d469e115c6d85028a146ca772	2016	1
text592233	2016-01-08	朝刊	１総合	1	988	対北朝鮮、制裁へ連携　安保理、核実験を強く非難　日本、独自の措置を視野	8688824576bf529f3aed9b3e9853e051	2016	1
text592234	2016-01-08	朝刊	１総合	1	517	東証続落、年明け１２００円安　中国の先行き懸念　終値１万８千円割れ	a3d9b1d768cba225804f4fa5fccad72f	2016	1
text592235	2016-01-08	夕刊	１総合	1	807	韓国、宣伝放送を再開　南北境界、緊張増す　対北朝鮮	4675f22ec7528a35ffd1c310ce026516	2016	1
text592236	2016-01-08	朝刊	２総合	2	1015	（いちからわかる！）サーキットブレーカー、中国が導入したって？	d7ff75e0872126d29f942bd7efe2677a	2016	1
text592237	2016-01-08	朝刊	２総合	2	603	（ひと）ラムーナス・ガルバラビチュスさん　リトアニアで杉原千畝を伝え続ける	5e2c69f659846f90fc0b75d1a2c95f47	2016	1
text592238	2016-01-08	朝刊	２総合	2	2583	（時時刻刻）制裁強化へ各国苦慮　過去に「抜け道」「不徹底」　北朝鮮核実験	2f8a6fbefa385d9e72b2edffaabd4b2b	2016	1
text592239	2016-01-08	夕刊	２総合	2	644	韓国、武力衝突を警戒　北朝鮮、前線部隊増強か　宣伝放送再開	f77995c5376b74167f8541f4ff369b42	2016	1
text592240	2016-01-08	夕刊	２総合	2	351	サウジ、空爆否定　「イラン大使館は安全」	0c9d82153164539b43280142ecd56dad	2016	1
text592241	2016-01-08	夕刊	２総合	2	413	銃規制支持しない候補、支援しない　オバマ氏寄稿　次期大統領選が念頭	37757349c961056088f5f444bc9e1b18	2016	1
text592242	2016-01-08	朝刊	３総合	3	775	「サウジが大使館空爆」　イエメンで　イランが非難	5621eb2ba3543921d6dccffb5cf69e29	2016	1
text592243	2016-01-08	朝刊	４総合	4	1350	野党追及、論点２つ　臨時国会開かず　給付金・軽減税率	a6b6d30b5a5c6522d7bee1a92fd27795	2016	1
text592244	2016-01-08	朝刊	４総合	4	1767	（考２０１６：４）三国志の教訓　三国志学会事務局長・渡邉義浩さん　１強に対抗、戦略を	8bc1eb14745319786239a819ee547e20	2016	1
text592245	2016-01-08	朝刊	４総合	4	685	焦点採録　参院代表質問　７日	d368dae7363f139951c1db67b4684ebe	2016	1
text592246	2016-01-08	朝刊	５総合	7	233	日印の外務次官対話	ebaabb9c2397a890b69eeb351d0bb506	2016	1
text592247	2016-01-08	朝刊	５総合	7	1618	世界株安、負の連鎖　中国減速・北朝鮮・中東・原油安	9e832443f80e4c7038124cfd7c1c9df9	2016	1
text592248	2016-01-08	朝刊	１経済	8	1738	（新発想で挑む　地方の現場から：７）地元愛を「かけ橋」に　東京に住みつつ地方創生	715600aa0d863b4e6c9080f36ff1d2bd	2016	1
text592249	2016-01-08	朝刊	２外報	12	1470	対イラン、湾岸諸国連携　カタールも大使召還	54c29bea59ce29e75d005aa3ccb844aa	2016	1
text592250	2016-01-08	朝刊	１外報	13	1554	＜考論＞北朝鮮核実験、各国の識者は	01ec88a9f42678ab77d93c90d5a886fd	2016	1
text592251	2016-01-08	朝刊	１外報	13	728	韓国「非正常な事態」　北朝鮮に軍事宣伝放送再開へ　核実験受け	19f691549c1889ec389b06e5ba0897c1	2016	1
text592252	2016-01-08	朝刊	１外報	13	623	米、２週間前から察知か　北朝鮮核実験	634ecf696f51058d6c3953ba9e21f4f8	2016	1
text592253	2016-01-08	朝刊	１外報	13	225	「水爆の実験、自衛的権利」　朝鮮労働党機関紙	5335beac66d83a48f29461fe0774dba9	2016	1
text592254	2016-01-08	朝刊	１外報	13	323	突入した車爆発、６５人以上死亡か　リビアの警察訓練所	3c91d878e05193352bd1194ea509589d	2016	1
text592255	2016-01-08	朝刊	１外報	13	506	韓国与党幹部「自衛核保有論」、政府は非核化再確認　北朝鮮核実験	067593ae2b53ed24b7e0193d2b39c7f8	2016	1
text592256	2016-01-08	朝刊	２商況	14	727	（経済気象台）長期志向経営に回帰せよ	1109be6e81acc6acd149e48a730e2711	2016	1
text592257	2016-01-08	夕刊	２社会	14	157	仙台高裁長官に河合氏	7f6170b84d06c9bfcb9199598db16ba0	2016	1
text592258	2016-01-08	夕刊	２社会	14	257	両陛下、比への訪問日程固まる	00eb28d041d2f59e3ebf76c9232e8ed8	2016	1
text592259	2016-01-08	朝刊	オピニオン２	16	938	（社説余滴）橋下氏に関する困った質問　前田史郎	e83773194d17861c115e01af87cf8917	2016	1
text592260	2016-01-08	朝刊	オピニオン２	16	475	（声）北朝鮮には毅然とした態度で	6eb7320b473c956930462b4257f09c3c	2016	1
text592261	2016-01-08	朝刊	オピニオン１	17	2204	（異論のススメ）１８歳選挙権と民主主義　「主権者教育」という前に　佐伯啓思	258dca0ccf41bec349b0a22276796e57	2016	1
text592262	2016-01-08	朝刊	オピニオン１	17	4296	（選べない国で）不惑を前に僕たちは　寄稿、作家・中村文則	d77f1f4094ef211e42859fbacef173a7	2016	1
text592263	2016-01-08	朝刊	宮城全県・２地方	24	2464	東北の六つ星：上　みちのくワイド　／東北・共通	abc57802c01bcced19b3a148a06ef7a6	2016	1
text592264	2016-01-08	朝刊	栃木全県・２地方	28	773	（とちぎの風）憲法びっくり　明良佐藤：４　ヘンな条文、日米攻防の跡　／栃木県	7dbc699b4820a42bb7b8d67d209d1588	2016	1
text592265	2016-01-08	朝刊	静岡全県・２地方	28	2665	「朝鮮半島情勢と日本」　公開シンポ概要　／静岡県	7c0bc562609bcc60fbfe59cbf4902ca0	2016	1
text592266	2016-01-08	朝刊	群馬全県・２地方	28	1006	（教育２０１６）高校生、１８歳選挙権考えた　立候補や政策立案・投票、体験／群馬県	d265a631bae5c5336839ddb2d7ea79dd	2016	1
text592267	2016-01-08	朝刊	宮崎全県・１地方	29	250	連合宮崎が新春旗開き　知事ら２６０人出席　／宮崎県	96e4eba4fc015882056541fead2bcbcf	2016	1
text592268	2016-01-08	朝刊	山口・１地方	29	1589	（１８歳が選ぶ）「関心あるテーマ」６位　東日本大震災からの復興　／山口県	e8c74480e4f06c8ecff273cf00f32399	2016	1
text592269	2016-01-08	朝刊	山梨全県・１地方	29	359	北朝鮮の核実験、市民ら抗議　／山梨県	57d95e428dc43a93bd123bf06827ce20	2016	1
text592270	2016-01-08	朝刊	富山全県・２地方	30	536	主権者教育、現場も学ぶ　１８歳以上に選挙権　／富山県	5f913fe9f524e4ed957e50c488c3a685	2016	1
text592271	2016-01-08	朝刊	福井全県・２地方	30	232	新幹線の福井先行「厳しい案件多い」　福井商議所・川田会頭　／福井県	2f79c114eddd55b47e22e3077a5bb117	2016	1
text592272	2016-01-08	朝刊	福井全県・１地方	31	953	（ルポ　東尋坊　第７部）記者が考えたこと：３０　／福井県	c8fc130d843532bb55c373d4ed3feeb5	2016	1
text592273	2016-01-08	朝刊	香川全県・１地方	31	478	地方創生をテーマに「高校生議員」意見　県議会議場で４２人登壇　／香川県	acfe5a89ecbb9c8822ad4c51fb5d627e	2016	1
text592274	2016-01-08	朝刊	京都府・２地方	32	787	日本初の物理教科書「物理階梯」、西舞鶴高生に披露　舞鶴の会社役員が保管　／京都府	b3085f8bd04ab480c0900add5e44dcde	2016	1
text592275	2016-01-08	朝刊	和歌山３・１地方	33	245	県内の非核団体、北朝鮮に抗議文　「水爆実験」受け　／和歌山県	a24bf9544e6ba1eb5f001b51ec51d5e7	2016	1
text592276	2016-01-08	朝刊	３社会	37	1322	（ニュースＱ３）日本茶、海外で人気沸騰の理由は？	2d98ecc2618e4a00f99b0916e03d21ca	2016	1
text592277	2016-01-09	朝刊	１総合	1	1207	韓国、北朝鮮に強硬姿勢　宣伝放送、激しい内容　開城縮小も	fcb67d0c930866105462d0a62b4ad8e0	2016	1
text592278	2016-01-09	朝刊	１総合	1	618	（天声人語）歴史観、憲法観の深い溝	d6129c1b26e33a85e54d2308134056d8	2016	1
text592279	2016-01-09	夕刊	１総合	1	322	中国は対話も模索、韓国と外相電話協議　北朝鮮核実験	df7ee55fab7136475db8fa39ee9b3b49	2016	1
text592280	2016-01-09	朝刊	２総合	2	2437	（時時刻刻）宣伝放送、北朝鮮揺さぶり　韓国、正恩氏嫌がる内容流す	9aba30b724db344ee81e5cd3ffc5b5d6	2016	1
